Year,Geo_Lvl,Geo_Cd,Geo_Desc,Plan_Type,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2019,State,30,Montana,All,300500,3050636,9.85,1.7,0.37,181069,60.26,48.9,9.53
2019,State,30,Montana,FFS,300500,3050636,9.85,1.7,0.37,181069,60.26,48.9,9.53
2019,State,30,Montana,MC,0,0,"","","",0,"","",""
2019,State,31,Nebraska,All,75085,2414233,3.11,-3.06,-0.81,8796,11.71,2.25,-0.55
2019,State,31,Nebraska,FFS,199,8834,2.25,-4.08,-1.8,16,8.04,-1.68,-4.24
2019,State,31,Nebraska,MC,74886,2405399,3.11,-0.31,-0.81,8780,11.72,10.57,-0.54
2019,State,32,Nevada,All,294282,6326556,4.65,-5.17,-0.62,24945,8.48,-0.31,-0.59
2019,State,32,Nevada,FFS,107671,1811432,5.94,-3.8,-0.6,12252,11.38,-0.72,-0.63
2019,State,32,Nevada,MC,186611,4515124,4.13,-5.78,-0.59,12693,6.8,1.27,-0.5
2019,State,33,"New Hampshire",All,46089,1801094,2.56,-3.72,-0.08,6474,14.05,-0.09,-0.2
2019,State,33,"New Hampshire",FFS,1217,46544,2.61,-3.61,-0.57,146,12,0.8,3.17
2019,State,33,"New Hampshire",MC,44872,1754550,2.56,-3.73,-0.03,6328,14.1,-0.56,-0.81
2019,State,34,"New Jersey",All,495531,18770567,2.64,-2.44,-0.31,41545,8.38,-0.02,-0.35
2019,State,34,"New Jersey",FFS,10139,415001,2.44,-2.98,-0.53,2004,19.77,-1.38,0.06
2019,State,34,"New Jersey",MC,485392,18355566,2.64,-2.42,-0.31,39541,8.15,0.66,-0.34
2019,State,35,"New Mexico",All,202077,5011892,4.03,-3.78,-0.65,7305,3.62,-2.23,-0.27
2019,State,35,"New Mexico",FFS,13402,317266,4.22,-5.29,-1.13,548,4.09,1.92,-0.11
2019,State,35,"New Mexico",MC,188675,4694626,4.02,-3.75,-0.62,6757,3.58,-2.39,-0.29
2019,State,36,"New York",All,1138716,65624447,1.74,-1.51,-0.26,89826,7.89,-1.24,-0.51
2019,State,36,"New York",FFS,79871,8419509,0.95,-1.09,-0.05,10954,13.71,-1.27,-0.61
2019,State,36,"New York",MC,1058845,57204938,1.85,-1.57,-0.27,78872,7.45,-1.19,-0.62
2019,State,37,"North Carolina",All,520458,15521594,3.35,-3.98,-0.65,59423,11.42,2.24,0.42
2019,State,37,"North Carolina",FFS,520458,15521594,3.35,-3.98,-0.65,59423,11.42,2.24,0.42
2019,State,37,"North Carolina",MC,0,0,"","","",0,"","",""
2019,State,38,"North Dakota",All,29732,953771,3.12,-4.18,-0.71,942,3.17,-4.52,-1.17
2019,State,38,"North Dakota",FFS,13978,504720,2.77,-3.66,-0.48,426,3.05,-5.03,-1.35
2019,State,38,"North Dakota",MC,15754,449051,3.51,-6.45,-1.11,516,3.28,-3.63,-0.99
2019,State,39,Ohio,All,1063364,42151253,2.52,-4.61,-0.48,54719,5.15,-0.14,-0.21
2019,State,39,Ohio,FFS,77984,3351255,2.33,-3.33,-0.13,6442,8.26,-0.8,-1.1
2019,State,39,Ohio,MC,985380,38799998,2.54,-4.87,-0.5,48277,4.9,0.14,-0.19
2019,State,40,Oklahoma,All,236836,5357129,4.42,-3.91,-0.97,19148,8.08,1.03,-0.82
2019,State,40,Oklahoma,FFS,236836,5357129,4.42,-3.91,-0.97,19148,8.08,1.03,-0.82
2019,State,40,Oklahoma,MC,0,0,"","","",0,"","",""
2019,State,41,Oregon,All,381857,9174669,4.16,-5.29,-0.69,40879,10.71,2.78,4.44
2019,State,41,Oregon,FFS,18779,2100962,0.89,-2.33,-0.49,2923,15.57,8.15,-8.01
2019,State,41,Oregon,MC,363078,7073707,5.13,-6.44,-0.77,37956,10.45,2.47,5.41
2019,State,42,Pennsylvania,All,617653,32338095,1.91,-4.46,-0.83,60010,9.72,0.74,0.57
2019,State,42,Pennsylvania,FFS,10204,858935,1.19,-2.79,-0.2,1596,15.64,-0.45,-0.86
2019,State,42,Pennsylvania,MC,607449,31479160,1.93,-4.58,-0.86,58414,9.62,0.89,0.6
2019,State,44,"Rhode Island",All,71370,3172796,2.25,-3.38,-0.27,5817,8.15,2.09,0.5
2019,State,44,"Rhode Island",FFS,1957,151031,1.3,-3.03,-0.17,253,12.93,2.85,-1.53
2019,State,44,"Rhode Island",MC,69413,3021765,2.3,-3.47,-0.26,5564,8.02,2.3,0.52
2019,State,45,"South Carolina",All,178209,6450845,2.76,-4.35,-0.8,12930,7.26,1.38,-0.06
2019,State,45,"South Carolina",FFS,25398,1094110,2.32,-2.43,-0.3,2225,8.76,1.74,0.2
2019,State,45,"South Carolina",MC,152811,5356735,2.85,-4.77,-0.9,10705,7.01,1.29,-0.13
2019,State,46,"South Dakota",All,26420,868823,3.04,-3.68,-0.67,2627,9.94,2.06,-0.04
2019,State,46,"South Dakota",FFS,26420,868823,3.04,-3.68,-0.67,2627,9.94,2.06,-0.04
2019,State,46,"South Dakota",MC,0,0,"","","",0,"","",""
2019,State,47,Tennessee,All,334522,13730302,2.44,-5.21,-0.98,12306,3.68,-4.19,-0.5
2019,State,47,Tennessee,FFS,327769,12467701,2.63,-5.29,-0.93,12207,3.72,-4.15,-0.46
2019,State,47,Tennessee,MC,6753,1262601,0.53,0.53,0.43,99,1.47,"",-3.26
2019,State,48,Texas,All,731329,29780435,2.46,-2.05,-0.41,32193,4.4,0.11,-0.43
2019,State,48,Texas,FFS,14838,807219,1.84,-0.7,-0.52,519,3.5,-1.84,-0.29
2019,State,48,Texas,MC,716491,28973216,2.47,-2.45,-0.42,31674,4.42,0.25,-0.44
2019,State,49,Utah,All,113115,2622443,4.31,-3.76,-0.51,10834,9.58,-0.37,-0.79
2019,State,49,Utah,FFS,31985,1289055,2.48,-3.59,0.18,1789,5.59,-4.39,-2.06
2019,State,49,Utah,MC,81130,1333388,6.08,-3.76,-0.92,9045,11.15,1.22,0
2019,State,50,Vermont,All,47131,1466306,3.21,-4.93,-0.83,6938,14.72,0.57,-0.44
2019,State,50,Vermont,FFS,"",1451166,"","","","","","",""
2019,State,50,Vermont,MC,"",15140,"","","","","","",""
2019,State,51,Virginia,All,1752577,16919491,10.36,4.02,3.81,1409828,80.44,72.92,16.73
2019,State,51,Virginia,FFS,104328,586711,17.78,13.84,7.02,95912,91.93,81.97,5.98
2019,State,51,Virginia,MC,1648249,16332780,10.09,3.14,4.03,1313916,79.72,72.56,20.63
2019,State,53,Washington,All,575330,14081168,4.09,-4.91,-0.93,47042,8.18,-0.98,0.27
2019,State,53,Washington,FFS,54596,850513,6.42,-4.2,-1.93,2283,4.18,-4.14,0.13
2019,State,53,Washington,MC,520734,13230655,3.94,-4.78,-0.86,44759,8.6,-0.74,0.24
2019,State,54,"West Virginia",All,198673,9246096,2.15,-4.75,-0.58,7602,3.83,-0.42,-0.21
2019,State,54,"West Virginia",FFS,"",8934688,"","","","","","",""
2019,State,54,"West Virginia",MC,"",311408,"","","","","","",""
2019,State,55,Wisconsin,All,503993,10724127,4.7,-4.16,-0.7,104375,20.71,6.55,0.89
2019,State,55,Wisconsin,FFS,500501,10644908,4.7,-4.17,-0.7,103693,20.72,6.63,0.92
2019,State,55,Wisconsin,MC,3492,79219,4.41,-3.36,-0.22,682,19.53,-5.42,-3.67
2019,State,56,Wyoming,All,19614,442428,4.43,-3.37,-0.51,2128,10.85,0.66,0.94
2019,State,56,Wyoming,FFS,19614,442428,4.43,-3.37,-0.51,2128,10.85,0.66,0.94
2019,State,56,Wyoming,MC,0,0,"","","",0,"","",""
2018,National,"",National,All,25238309,684306379,3.69,"",-0.89,2404585,9.53,"",2.03
2018,National,"",National,FFS,7268215,193719197,3.75,"",-0.9,890870,12.26,"",2.92
2018,National,"",National,MC,17970094,490587182,3.66,"",-0.89,1513715,8.42,"",1.65
2018,State,01,Alabama,All,306107,7320348,4.18,-1.86,-0.67,12598,4.12,-0.21,-0.26
2018,State,01,Alabama,FFS,306107,7320348,4.18,-1.86,-0.67,12598,4.12,-0.21,-0.26
2018,State,01,Alabama,MC,0,0,"","","",0,"","",""
2018,State,02,Alaska,All,80393,1396855,5.76,-1.9,-0.74,10735,13.35,1.22,0.86
2018,State,02,Alaska,FFS,80393,1396855,5.76,-1.9,-0.74,10735,13.35,1.22,0.86
2018,State,02,Alaska,MC,0,0,"","","",0,"","",""
2018,State,04,Arizona,All,725152,15302465,4.74,-4.33,-1.29,57750,7.96,-2.91,-1.41
2018,State,04,Arizona,FFS,12439,140003,8.88,-5.92,-2.94,733,5.89,-3.63,0
2018,State,04,Arizona,MC,712713,15162462,4.7,-4.34,-1.28,57017,8,-2.88,-1.43
2018,State,05,Arkansas,All,256152,4922620,5.2,-1.42,-1.14,12308,4.81,0.42,-0.97
2018,State,05,Arkansas,FFS,256152,4922620,5.2,-1.42,"",12308,4.81,0.42,""
2018,State,05,Arkansas,MC,0,0,"","","",0,"","",""
2018,State,06,California,All,3317513,87788267,3.78,-2.4,-0.69,214856,6.48,-1.08,0
2018,State,06,California,FFS,821135,23694257,3.47,-1.91,-0.68,73401,8.94,-1.57,0.03
2018,State,06,California,MC,2496378,64094010,3.89,-2.88,-0.69,141455,5.67,-0.16,-0.01
2018,State,08,Colorado,All,526874,7891814,6.68,-4.38,-1.46,48730,9.25,-0.28,0.01
2018,State,08,Colorado,FFS,501250,7425443,6.75,-4.31,-1.41,46595,9.3,-0.23,-0.01
2018,State,08,Colorado,MC,25624,466371,5.49,"",-2.35,2135,8.33,"",0.08
2018,State,09,Connecticut,All,328216,9332386,3.52,-3.5,-0.78,22988,7,-2.09,-1.09
2018,State,09,Connecticut,FFS,328216,9332386,3.52,-3.5,-0.78,22988,7,-2.09,-1.09
2018,State,09,Connecticut,MC,0,0,"","","",0,"","",""
2018,State,10,Delaware,All,104405,2523930,4.14,-4.08,-0.35,17364,16.63,-0.31,-0.12
2018,State,10,Delaware,FFS,1379,71918,1.92,-6.83,-0.68,37,2.68,-14.26,-1.21
2018,State,10,Delaware,MC,103026,2452012,4.2,4.2,-0.35,17327,16.82,"",-0.19
2018,State,11,"District of Columbia",All,71367,2132009,3.35,-1.98,-0.47,3016,4.23,-0.87,-0.42
2018,State,11,"District of Columbia",FFS,28855,887746,3.25,-2.3,-0.52,2154,7.46,-1.12,-0.33
2018,State,11,"District of Columbia",MC,42512,1244263,3.42,-1.74,-0.44,862,2.03,-0.31,-0.47
2018,State,12,Florida,All,909791,28690918,3.17,-2.46,-0.93,64250,7.06,-1.02,0.11
2018,State,12,Florida,FFS,31912,2383161,1.34,-3.76,-0.48,2275,7.13,-0.47,0.62
2018,State,12,Florida,MC,877879,26307757,3.34,-3.09,-0.97,61975,7.06,-1.6,0.1
2018,State,13,Georgia,All,689375,15719768,4.39,-2.5,-0.78,41222,5.98,1.2,0.09
2018,State,13,Georgia,FFS,384869,7065679,5.45,-2.34,-0.56,35291,9.17,2.04,-0.1
2018,State,13,Georgia,MC,304506,8654089,3.52,-2.49,-0.94,5931,1.95,0.13,-0.14
2018,State,15,Hawaii,All,116285,2535285,4.59,-3.39,-0.9,12114,10.42,-0.22,-0.03
2018,State,15,Hawaii,FFS,"",5905,"","","","","","",""
2018,State,15,Hawaii,MC,"",2529380,"","","","","","",""
2018,State,16,Idaho,All,97332,2365543,4.11,-4.17,-1.17,8277,8.5,-0.66,-0.63
2018,State,16,Idaho,FFS,97332,2365543,4.11,-4.17,-1.17,8277,8.5,-0.66,-0.63
2018,State,16,Idaho,MC,0,0,"","","",0,"","",""
2018,State,17,Illinois,All,931939,24497908,3.8,-1.88,-0.91,31108,3.34,-0.82,-0.2
2018,State,17,Illinois,FFS,121354,3917158,3.1,-2.69,-1.65,3962,3.26,-0.53,0.21
2018,State,17,Illinois,MC,810585,20580750,3.94,-0.93,-0.76,27146,3.35,-4.25,-0.38
2018,State,18,Indiana,All,627571,15136391,4.15,-4.57,-1.15,37261,5.94,-2.62,0.17
2018,State,18,Indiana,FFS,44208,1885351,2.34,"",-0.13,4470,10.11,"",-1.09
2018,State,18,Indiana,MC,583363,13251040,4.4,"",-1.27,32791,5.62,"",0.16
2018,State,19,Iowa,All,203467,4449515,4.57,-1.46,0.59,77813,38.24,31.43,23.23
2018,State,19,Iowa,FFS,13043,294984,4.42,"",-0.82,1814,13.91,"",7.75
2018,State,19,Iowa,MC,190424,4154531,4.58,"",0.69,75999,39.91,"",24.14
2018,State,20,Kansas,All,152011,3353409,4.53,-2.77,-1.3,14441,9.5,1.03,-0.77
2018,State,20,Kansas,FFS,285,19482,1.46,-3.56,-0.9,31,10.88,-2.78,-7.96
2018,State,20,Kansas,MC,151726,3333927,4.55,-2.93,-1.29,14410,9.5,1.3,-0.76
2018,State,21,Kentucky,All,805852,22743671,3.54,-1.74,-0.55,24520,3.04,-1.6,-0.14
2018,State,21,Kentucky,FFS,17173,784856,2.19,-0.9,-0.24,1105,6.43,-5.16,-0.62
2018,State,21,Kentucky,MC,788679,21958815,3.59,-2.17,-0.56,23415,2.97,-0.85,-0.12
2018,State,22,Louisiana,All,734775,18860115,3.9,-2.7,-1.11,15474,2.11,-1.11,-0.29
2018,State,22,Louisiana,FFS,9397,836359,1.12,-4.33,-0.41,1013,10.78,7.31,-1.18
2018,State,22,Louisiana,MC,725378,18023756,4.02,-3.94,-1.17,14461,1.99,-1.03,-0.27
2018,State,23,Maine,All,71780,1902625,3.77,-3.11,-0.27,10949,15.25,5.33,-0.25
2018,State,23,Maine,FFS,71780,1902625,3.77,-3.11,-0.27,10949,15.25,5.33,-0.25
2018,State,23,Maine,MC,0,0,"","","",0,"","",""
2018,State,24,Maryland,All,600885,13986661,4.3,-3.02,-0.96,64548,10.74,1.18,-0.86
2018,State,24,Maryland,FFS,29253,4546349,0.64,-1.01,-0.21,3305,11.3,-3.27,-0.42
2018,State,24,Maryland,MC,571632,9440312,6.06,-4.01,-1.34,61243,10.71,1.55,-0.88
2018,State,25,Massachusetts,All,430522,16444982,2.62,-3.37,-0.57,41252,9.58,-0.17,-0.17
2018,State,25,Massachusetts,FFS,198485,7790447,2.55,-2.55,-0.22,20021,10.09,-0.9,-0.38
2018,State,25,Massachusetts,MC,232037,8654535,2.68,-4.24,-0.8,21231,9.15,0.35,-0.2
2018,State,26,Michigan,All,1328612,28620141,4.64,-4.06,-1.38,76458,5.75,-0.32,0
2018,State,26,Michigan,FFS,116770,8910362,1.31,-2.01,-0.39,8933,7.65,-0.56,0.39
2018,State,26,Michigan,MC,1211842,19709779,6.15,-5.76,-1.93,67525,5.57,-0.15,-0.02
2018,State,27,Minnesota,All,403006,11968054,3.37,-3.54,-0.77,32197,7.99,0.17,-0.81
2018,State,27,Minnesota,FFS,54350,1994221,2.73,-3.24,-0.71,5291,9.74,0.25,0.34
2018,State,27,Minnesota,MC,348656,9973833,3.5,-3.76,-0.78,26906,7.72,0.41,-0.98
2018,State,28,Mississippi,All,246032,5430130,4.53,-2.98,-1.03,11452,4.65,1.3,-0.04
2018,State,28,Mississippi,FFS,36063,992124,3.63,-0.66,-0.95,2565,7.11,3.83,-0.19
2018,State,28,Mississippi,MC,209969,4438006,4.73,-5.92,-1.04,8887,4.23,0.85,-0.04
2018,State,29,Missouri,All,447039,11248390,3.97,-2.9,-0.91,40950,9.16,0.74,-0.42
2018,State,29,Missouri,FFS,447039,11248390,3.97,-2.9,-0.91,40950,9.16,0.74,-0.42
2018,State,29,Missouri,MC,0,0,"","","",0,"","",""
2018,State,30,Montana,All,277969,2932299,9.48,1.05,2.78,141021,50.73,38.52,38.68
2018,State,30,Montana,FFS,277969,2932299,9.48,1.05,2.78,141021,50.73,38.52,38.68
2018,State,30,Montana,MC,0,0,"","","",0,"","",""
2018,State,31,Nebraska,All,105388,2685991,3.92,-2.5,-0.48,12923,12.26,2.95,0.03
2018,State,31,Nebraska,FFS,513,12676,4.05,-2.5,-0.49,63,12.28,2.61,-0.79
2018,State,31,Nebraska,MC,104875,2673315,3.92,-0.62,-0.48,12860,12.26,10.09,0.05
2018,State,32,Nevada,All,355621,6743954,5.27,-4.1,-2.03,32267,9.07,-1.73,0.52
2018,State,32,Nevada,FFS,133828,2047019,6.54,-2.59,-1.67,16071,12.01,-1.46,0.78
2018,State,32,Nevada,MC,221793,4696935,4.72,-5.16,-2.15,16196,7.3,1.96,0.27
2018,State,33,"New Hampshire",All,38477,1457118,2.64,-4.01,-0.58,5483,14.25,0.82,-0.22
2018,State,33,"New Hampshire",FFS,4180,131579,3.18,-3.49,-0.58,369,8.83,-4.37,1.67
2018,State,33,"New Hampshire",MC,34297,1325539,2.59,-3.78,-0.57,5114,14.91,-2.02,-0.62
2018,State,34,"New Jersey",All,561801,19024079,2.95,-1.79,-0.67,49065,8.73,-0.93,-0.56
2018,State,34,"New Jersey",FFS,12218,411960,2.97,-2.39,-0.41,2408,19.71,-0.07,-1.66
2018,State,34,"New Jersey",MC,549583,18612119,2.95,-1.69,-0.68,46657,8.49,0.72,-0.54
2018,State,35,"New Mexico",All,269377,5760819,4.68,-3.01,-0.86,10473,3.89,-3.48,-0.45
2018,State,35,"New Mexico",FFS,16789,313904,5.35,-2.91,-1.55,705,4.2,-0.34,0.27
2018,State,35,"New Mexico",MC,252588,5446915,4.64,-3.01,-0.83,9768,3.87,-3.7,-0.5
2018,State,36,"New York",All,1323843,66242615,2,-1.6,-0.48,111190,8.4,-0.31,-0.68
2018,State,36,"New York",FFS,70420,7073346,1,-1.35,-0.26,10086,14.32,-0.4,-0.33
2018,State,36,"New York",MC,1253423,59169269,2.12,-1.67,-0.47,101104,8.07,-0.08,-0.76
2018,State,37,"North Carolina",All,613662,15334132,4,-3.85,-1.55,67503,11,1.91,1.18
2018,State,37,"North Carolina",FFS,613662,15334132,4,-3.85,-1.55,67503,11,1.91,1.18
2018,State,37,"North Carolina",MC,0,0,"","","",0,"","",""
2018,State,38,"North Dakota",All,37137,970254,3.83,-2.95,-0.99,1610,4.34,-4.36,-1.96
2018,State,38,"North Dakota",FFS,18276,562243,3.25,-3.53,-0.74,804,4.4,-4.3,-1.19
2018,State,38,"North Dakota",MC,18861,408011,4.62,"",-1.41,806,4.27,"",-2.72
2018,State,39,Ohio,All,1290387,43030061,3,-4.6,-1.19,69216,5.36,-0.88,0.07
2018,State,39,Ohio,FFS,82827,3361552,2.46,-3.38,-1.05,7751,9.36,-0.68,0.7
2018,State,39,Ohio,MC,1207560,39668509,3.04,-5.19,-1.21,61465,5.09,-0.2,0.06
2018,State,40,Oklahoma,All,301559,5594019,5.39,-3.45,-1.03,26848,8.9,2.6,-0.48
2018,State,40,Oklahoma,FFS,301559,5594019,5.39,-3.45,-1.03,26848,8.9,2.6,-0.48
2018,State,40,Oklahoma,MC,0,0,"","","",0,"","",""
2018,State,41,Oregon,All,442781,9128530,4.85,-4.94,-1.38,27773,6.27,-3.79,-1.15
2018,State,41,Oregon,FFS,29346,2121796,1.38,-1.57,-0.71,6919,23.58,10.52,6.43
2018,State,41,Oregon,MC,413435,7006734,5.9,-6.23,-1.47,20854,5.04,-4.77,-1.62
2018,State,42,Pennsylvania,All,925613,33757168,2.74,-3.95,-1.5,84711,9.15,0.13,0.14
2018,State,42,Pennsylvania,FFS,16164,1161861,1.39,-3.77,-0.55,2667,16.5,2.22,-1.3
2018,State,42,Pennsylvania,MC,909449,32595307,2.79,-4.06,-1.53,82044,9.02,0.42,0.16
2018,State,44,"Rhode Island",All,88601,3509994,2.52,-2.77,-0.83,6777,7.65,-0.06,0.74
2018,State,44,"Rhode Island",FFS,1909,129744,1.47,-2.08,-0.74,276,14.46,1.37,3.17
2018,State,44,"Rhode Island",MC,86692,3380250,2.56,-3.13,-0.84,6501,7.5,0.58,0.71
2018,State,45,"South Carolina",All,233689,6572749,3.56,-3.31,-1.28,17101,7.32,1.29,0.9
2018,State,45,"South Carolina",FFS,29639,1131077,2.62,-3.59,-0.52,2537,8.56,1.4,0.13
2018,State,45,"South Carolina",MC,204050,5441672,3.75,-3.6,-1.44,14564,7.14,1.8,0.97
2018,State,46,"South Dakota",All,32785,883742,3.71,-3.61,-1.07,3272,9.98,1.76,0.23
2018,State,46,"South Dakota",FFS,32785,883742,3.71,-3.61,-1.07,3272,9.98,1.76,0.23
2018,State,46,"South Dakota",MC,0,0,"","","",0,"","",""
2018,State,47,Tennessee,All,439502,12857336,3.42,-5.76,-2.46,18354,4.18,-3.97,-0.33
2018,State,47,Tennessee,FFS,438973,12327257,3.56,-6.06,-2.57,18329,4.18,-3.97,-0.33
2018,State,47,Tennessee,MC,529,530079,0.1,0.1,0.07,25,4.73,"",4.73
2018,State,48,Texas,All,890992,31001509,2.87,-2.13,-0.47,43041,4.83,0.73,-0.42
2018,State,48,Texas,FFS,20832,884458,2.36,-0.38,-0.29,790,3.79,-1.36,-1.28
2018,State,48,Texas,MC,870160,30117051,2.89,-2.61,-0.48,42251,4.86,0.87,-0.4
2018,State,49,Utah,All,120134,2493470,4.82,-3.13,-1.09,12461,10.37,1.43,-0.82
2018,State,49,Utah,FFS,26667,1158399,2.3,-3.97,-0.39,2040,7.65,-1.95,-1.17
2018,State,49,Utah,MC,93467,1335071,7,-2.29,-1.49,10421,11.15,2.56,-0.64
2018,State,50,Vermont,All,60520,1496974,4.04,-4.81,-0.91,9175,15.16,1.15,-0.03
2018,State,50,Vermont,FFS,60520,1496398,4.04,-4.81,-0.91,9175,15.16,1.15,-0.03
2018,State,50,Vermont,MC,0,576,0,"","",0,"","",""
2018,State,51,Virginia,All,726937,11094725,6.55,-0.4,2.37,463103,63.71,56.62,47.21
2018,State,51,Virginia,FFS,124827,1160633,10.76,5.93,7,107289,85.95,75.64,50.32
2018,State,51,Virginia,MC,602110,9934092,6.06,-1.52,1.8,355814,59.09,52.6,45.74
2018,State,53,Washington,All,715536,14259809,5.02,-3.8,-1.17,56601,7.91,-3.24,-0.33
2018,State,53,Washington,FFS,74347,889942,8.35,0.49,-1.43,3012,4.05,-8.38,-0.48
2018,State,53,Washington,MC,641189,13369867,4.8,-4.51,-1.15,53589,8.36,-2.23,-0.28
2018,State,54,"West Virginia",All,258932,9484701,2.73,-4.19,-0.89,10468,4.04,-1.5,-0.83
2018,State,54,"West Virginia",FFS,"",9118430,"","","","","","",""
2018,State,54,"West Virginia",MC,"",366271,"","","","","","",""
2018,State,55,Wisconsin,All,591217,10952680,5.4,-3.45,-1.05,117200,19.82,6.43,1.28
2018,State,55,Wisconsin,FFS,587515,10872708,5.4,-3.45,-1.06,116341,19.8,6.43,1.32
2018,State,55,Wisconsin,MC,3702,79972,4.63,-3.75,-0.58,859,23.2,4.73,-4.87
2018,State,56,Wyoming,All,23396,473451,4.94,-2.84,-0.91,2318,9.91,-0.36,0.49
2018,State,56,Wyoming,FFS,23396,473451,4.94,-2.84,-0.91,2318,9.91,-0.36,0.49
2018,State,56,Wyoming,MC,0,0,"","","",0,"","",""
2017,National,"",National,All,32143076,702035786,4.58,"",-0.8,2411118,7.5,"",-0.04
2017,National,"",National,FFS,9117998,196084883,4.65,"",-0.64,851580,9.34,"",0.19
2017,National,"",National,MC,23025078,505950903,4.55,"",-0.87,1559538,6.77,"",-0.09
2017,State,01,Alabama,All,357609,7378771,4.85,"",-0.52,15659,4.38,"",-0.41
2017,State,01,Alabama,FFS,357609,7378771,4.85,"",-0.52,15659,4.38,"",-0.41
2017,State,01,Alabama,MC,0,0,"","","",0,"","",""
2017,State,02,Alaska,All,97745,1502878,6.5,"",-1.4,12207,12.49,"",0.9
2017,State,02,Alaska,FFS,97745,1502878,6.5,"",-1.4,12207,12.49,"",0.9
2017,State,02,Alaska,MC,0,0,"","","",0,"","",""
